"","gasDayStart","gasInStorage","full","trend","consumption","consumptionFull","injection","withdrawal","workingGasVolume","injectionCapacity","withdrawalCapacity","year","month"
"623","2020-12-31",176.7535,73.55,-0.55,0,0,30.88,1349.5,240.3329,3732.97,6469.6,"2020","12-31"
"624","2020-12-30",178.0668,74.09,-0.62,0,0,36.09,1515.9,240.3329,3732.97,6469.6,"2020","12-30"
"625","2020-12-29",179.5541,74.71,-0.56,0,0,39.53,1396.4,240.3329,3732.97,6469.6,"2020","12-29"
"626","2020-12-28",180.8876,75.27,-0.51,0,0,28.1,1245.1,240.3329,3732.97,6469.6,"2020","12-28"
"627","2020-12-27",182.1046,75.77,-0.35,0,0,38.72,891.2,240.3329,3732.97,6469.6,"2020","12-27"
"628","2020-12-26",182.957,76.13,-0.31,0,0,42.58,799.3,240.3329,3732.97,6469.6,"2020","12-26"
"629","2020-12-25",183.7137,76.44,-0.25,0,0,42.96,651,240.3329,3732.97,6469.6,"2020","12-25"
"630","2020-12-24",184.3217,76.69,-0.17,0,0,64.68,475,240.3329,3732.97,6469.6,"2020","12-24"
"631","2020-12-23",184.7322,76.87,-0.18,0,0,94.37,532.2,240.3329,3732.97,6469.6,"2020","12-23"
"632","2020-12-22",185.1708,77.05,-0.16,0,0,92.12,466.8,240.3329,3732.97,6469.6,"2020","12-22"
"633","2020-12-21",185.5454,77.2,-0.37,0,0,26.5,915.6,240.3329,3732.97,6469.6,"2020","12-21"
"634","2020-12-20",186.4345,77.57,-0.21,0,0,42.47,553.7,240.3329,3732.97,6469.6,"2020","12-20"
"635","2020-12-19",186.9458,77.79,-0.18,0,0,50.8,476.5,240.3329,3732.97,6469.6,"2020","12-19"
"636","2020-12-18",187.3714,77.96,-0.33,0,0,24.72,818.9,240.3329,3732.97,6469.6,"2020","12-18"
"637","2020-12-17",188.1649,78.29,-0.32,0,0,28.39,802.6,240.3329,3732.97,6469.6,"2020","12-17"
"638","2020-12-16",188.9391,78.62,-0.37,0,0,23.32,907.1,240.3329,3732.97,6469.6,"2020","12-16"
"639","2020-12-15",189.8221,78.98,-0.43,0,0,56.47,1081.5,240.3329,3732.97,6469.6,"2020","12-15"
"640","2020-12-14",191.2571,79.2,-0.44,0,0,31.61,1087.1,241.4791,3732.97,6469.6,"2020","12-14"
"641","2020-12-13",192.3139,79.64,-0.35,0,0,97.89,942.4,241.4791,3732.97,6469.6,"2020","12-13"
"642","2020-12-12",193.1584,79.99,-0.45,0,0,43.84,1138.5,241.4791,3732.97,6469.6,"2020","12-12"
"643","2020-12-11",194.253,80.44,-0.7,0,0,28.65,1707.9,241.4791,3732.97,6469.6,"2020","12-11"
"644","2020-12-10",195.9323,81.14,-0.85,0,0,9.56,2073.1,241.4791,3732.97,6469.6,"2020","12-10"
