"","gasDayStart","gasInStorage","full","trend","consumption","consumptionFull","injection","withdrawal","workingGasVolume","injectionCapacity","withdrawalCapacity","year","month"
"1354","2018-12-31",185.5753,75.56,-0.03,0,0,140.15,212,245.5892,3583.37,6264.93,"2018","12-31"
"1355","2018-12-30",185.6619,75.6,0.02,0,0,148.75,104.2,245.5851,3654.12,6406.45,"2018","12-30"
"1356","2018-12-29",185.6165,75.58,-0.14,0,0,47.44,386,245.5851,3654.12,6406.45,"2018","12-29"
"1357","2018-12-28",185.955,75.72,-0.36,0,0,39.84,931.5,245.5851,3654.12,6406.45,"2018","12-28"
"1358","2018-12-27",186.8621,76.09,-0.33,0,0,34.93,845.4,245.5851,3654.12,6406.45,"2018","12-27"
"1359","2018-12-26",187.6726,76.42,-0.25,0,0,39.52,651.3,245.5851,3654.12,6406.45,"2018","12-26"
"1360","2018-12-25",188.2843,76.67,-0.21,0,0,32.64,541.2,245.5851,3654.12,6406.45,"2018","12-25"
"1361","2018-12-24",188.7941,76.88,-0.19,0,0,29.37,499.3,245.5851,3654.12,6406.45,"2018","12-24"
"1362","2018-12-23",189.2662,77.04,-0.08,0,0,88.78,297.5,245.6573,3655.04,6408,"2018","12-23"
"1363","2018-12-22",189.4792,77.13,-0.05,0,0,125.29,247.7,245.6573,3655.04,6408,"2018","12-22"
"1364","2018-12-21",189.6471,77.2,-0.15,0,0,76.55,438.2,245.6573,3655.04,6408,"2018","12-21"
"1365","2018-12-20",189.9805,77.34,-0.3,0,0,18.19,759.6,245.6573,3655.04,6408,"2018","12-20"
"1366","2018-12-19",190.7391,77.64,-0.42,0,0,45.55,1069.8,245.6573,3655.04,6408,"2018","12-19"
"1367","2018-12-18",191.7629,78.06,-0.47,0,0,52.58,1216.9,245.6573,3655.04,6408,"2018","12-18"
"1368","2018-12-17",192.937,78.54,-0.58,0,0,21.06,1435.1,245.6573,3655.04,6408,"2018","12-17"
"1369","2018-12-16",194.3595,79.12,-0.48,0,0,11.31,1185.1,245.6387,3654.8,6407.6,"2018","12-16"
"1370","2018-12-15",195.5531,79.61,-0.45,0,0,16.37,1121.8,245.6387,3654.8,6407.6,"2018","12-15"
"1371","2018-12-14",196.6932,80.07,-0.58,0,0,18.77,1455.4,245.6387,3654.8,6407.6,"2018","12-14"
"1372","2018-12-13",198.1553,80.67,-0.55,0,0,14.5,1377.6,245.6387,3654.8,6407.6,"2018","12-13"
"1373","2018-12-12",199.5177,81.22,-0.55,0,0,16.24,1357.3,245.6387,3654.8,6407.6,"2018","12-12"
"1374","2018-12-11",200.8587,81.77,-0.38,0,0,8.86,933.3,245.6387,3654.8,6407.6,"2018","12-11"
"1375","2018-12-10",201.7832,82.15,-0.22,0,0,17.01,550.6,245.6387,3654.8,6407.6,"2018","12-10"
"1376","2018-12-09",202.3179,82.37,0.02,0,0,229.7,169.6,245.6284,3654.67,6407.38,"2018","12-09"
"1377","2018-12-08",202.2578,82.34,0.05,0,0,266.92,148.7,245.6284,3654.67,6407.38,"2018","12-08"
"1378","2018-12-07",202.1396,82.29,-0.05,0,0,68.89,203.4,245.6284,3654.67,6407.38,"2018","12-07"
"1379","2018-12-06",202.2742,82.35,-0.14,0,0,41.65,377,245.6284,3654.67,6407.38,"2018","12-06"
"1380","2018-12-05",202.6095,82.49,-0.36,0,0,37.74,916.3,245.6284,3654.67,6407.38,"2018","12-05"
"1381","2018-12-04",203.488,82.84,-0.22,0,0,13.52,546.3,245.6284,3654.67,6407.38,"2018","12-04"
